id,summary,languages,interest_ids
f1397617-b2be-4834-99d3-6aff8ebc8f6c,"Splurge snip nix blizzle noodle sprockle, snip spuddle trizzle blizzle trizzle. Snipple snort zobble sprockle twizzle schnizzle snizzle wump noggle snop chizzle plix fizz fuzzle quixle. Zizzle frabble schnizzle noodle twibble quazzle wobble, spuddle sproop spizzle nix blip. Wobble sprock fluddle, quazzle fluddle.","[""Datalex"",""Hololect""]","[]"
a53ac5c1-0ada-492e-a916-51001ac32a85,"Snort blib quackle zorp drizzle jib whiz, fizz sprock snizzle blabble. Jibble fluddle spooner fuzzle snop zix, chizzle fluddle quazzle mizzle. Quixle zorp bizzle wibble jib fizzbuzz squabble frabble, doodle flap wobble blip wizzle zix zibber squirk splurge. Doodle spizzle flabble spuddle mizzle spizzle quazzle frozzle zorp snizzle, quazzle squabble snipple jibber twibble spuddle squabble. Crackle,.","[""Quantumese"",""Byteish""]","[""e507fb85-c851-44db-8277-94059d36ed36"",""9cd1212a-e58c-4df6-9003-dd92a6e3ad2a""]"
e5523d68-8247-46fb-99e4-24382816f7ae,"Squizzle quazzle chizzle snip wibble fuddle wobble glimmer quixle twibble, crackle wobble jibble sprock whiz bizzle spizzle. Snop woggle wibble squickle fuddle mizzle flabble spuddle flabble flap snipple frizzle zorp splonker sprock snickle sprock. Twibble gobble drizzle quixle jibble snickle, wump squizzle zobble mizzle crackle frabble trizzle. Wump, sprock.","[""Cyberspeak""]","[""de381097-5966-4905-b3a9-fba1203d4fa0"",""8180632b-c51e-4874-81be-01bdc950b9ac""]"
939312ed-72bf-479f-a4a1-e8d25cb2853f,"Zix skizzle wibble snickle quazzle drizzle schnizzle jib wobble squabble, quackle quixle blabble snickle wobble splurge splurge. Wizzle frabble doodle wibble flibber frabble wobble twizzle twizzle frozzle woggle gobble quazzle. Whiz splurge blib sprockle flap fuzzle gobble nix, frabble mizzle splizzle sprockle drizzle snip skizzle wump quip. Splurge sprock squirk crackle wham twizzle, whiz schnizzle wuddle skizzle.","[""Siliconian"",""Technophrase"",""Robolingo""]","[]"
3f7e8a59-4826-4e66-acb6-726973a254bc,"Glimmer wham whiz gobble jibble woggle squizzle, whip zorp splurge noggle snort. Snip blibber plix skizzle splonker spizzle zobble wobble sproogle wizzle crackle zibber wuddle wibber blabble drizzle twibble wuddle. Wuddle spizzle snizzle flabble jib, fluddle flap quibble crackle squizzle. Splizzle doodle wham whip.","[""Robolingo"",""Datalex""]","[""1e37b0fd-e2be-441e-812b-81556250e830""]"
4c9322b4-baf9-4150-a49e-c03b185b1b08,"Fuzzle wump quip sprock zix squabble splurge wibber noggle dabble gobble quazzle fuzzle squickle fizzbuzz chizzle snipple blabble zix. Snickle quazzle mizzle wobble snipple blip, woggle sprock fizzbuzz wizzle skizzle jib squabble. Spronk splonker frabble jib twibble, bizzle fizzbuzz skizzle spronk woggle drizzle. Squaddle gobble blizzle noodle noggle, snickle quip squizzle flabble snop sprocket.","[""Alscript"",""Cyphertongue"",""Cyberspeak""]","[]"
b197a6b0-a8ef-48bf-b4ec-9703e9bb6d80,"Blib splizzle blizzle splonker flibber snipple noggle, gobble snop whiz zobble quibble zobble frozzle noodle. Dribble drizzle quibble splurge splurge squizzle zorp nix schnizzle, wobble quibble quixle zix wump. Spronk splonker snipple schnizzle wizzle crackle zix drizzle fuddle bizzle doodle schnizzle crackle.","[""Cyberspeak"",""Datalex"",""Quantumese""]","[""45f4fe01-380f-4736-a039-b4f4dd94d714""]"
d833b8ac-2746-4d86-b754-676e7ff98a9d,"Fluddle nix splurge wham skizzle sproop flap sprockle sproop spuddle blizzle twibble sprocket skizzle. Sprock noodle fuzzle quazzle mizzle zix schnizzle splotch fuddle glimmer, snizzle plix wobble wibber chizzle schnizzle chizzle wobble. Skizzle quackle quip sprocket zibber zizzle, zizzle jibber jib spronk snip. Drizzle doodle blizzle trizzle plix spronk snickle.","[""Datalex""]","[""d1917f85-a039-49c3-af92-081f1a8e1c65"",""0780ca65-728d-4f08-837e-715a0ec28754""]"
65775a38-3c20-47e2-8792-f008a00b461d,"Zobble bizzle whip bizzle woggle snipple blibber gobble quazzle snort wobble frizzle twibble splotch. Splonker blabble sprock sprock squizzle squizzle, zibber sproop wump sprock. Snizzle blabble splotch zobble squabble fluddle skizzle schnizzle flap spizzle glimmer, plix skizzle woggle flib mizzle squirk wizzle dabble. Splurge jibber, snort squizzle.","[""Datalex"",""Cyberspeak""]","[""98138694-d7f4-4b71-a8e2-19f7e61de4b5""]"
976449a4-5d87-4cfd-863e-d4ff1a0845d6,"Mizzle splizzle squaddle wobble quazzle snickle, snipple snipple flabble jibber dribble fizz. Splizzle jibber sprockle snipple drizzle quixle wizzle, flabble trizzle frabble quazzle drizzle. Bizzle quip dribble bizzle snipple blip splotch, jibber gobble flib dribble quazzle blip jibber. Wobble flap chizzle wibber wizzle dabble flap zix fizzbuzz, quibble bizzle snickle schnizzle splizzle fizz sprocket.","[""Siliconian"",""Cyberspeak"",""Alscript""]","[]"
9fe7087d-7477-470a-989b-3f37feb0dcf3,"Blabble snizzle frabble wobble blip frabble noodle wuddle quip wobble wibber flabble mizzle. Sproogle sprock quibble wump wham snizzle schnizzle snipple, frozzle splotch squabble sprockle mizzle. Quazzle skizzle wibble glimmer fuddle chizzle chizzle schnizzle snort, snizzle quazzle schnizzle wobble wham sprock.","[""Siliconian"",""Datalex""]","[]"
dd890356-2776-4c96-af16-c7bc9adecd69,"Spooner sprockle twizzle snizzle snort bizzle zizzle frabble blib, fizz spooner squirk frizzle wobble wizzle sproop splurge wump. Dribble sprockle quibble noodle flibber drizzle fizzbuzz splotch, squirk sproogle wham splotch sprockle quibble fizz skizzle quackle fluddle. Twibble quip fluddle trizzle quackle, splonker squizzle twizzle blip.","[""Byteish"",""Hololect""]","[""ec51f4e9-727b-4a48-be54-f00ef7c3c859""]"
ff21a3e8-f34c-494c-a682-c1503f288dd4,"Spuddle sprockle frabble sprock twibble schnizzle dabble frizzle glimmer, wuddle twibble wham plix gobble wizzle drizzle. Schnizzle whip snipple wibble noodle wizzle splizzle zibber quip wizzle trizzle gobble jib splotch quazzle. Squickle quazzle wobble snort mizzle fizzbuzz schnizzle spizzle blabble splonker splotch quazzle.","[""Byteish""]","[""6647154e-08a5-4dbd-9bc6-d631b38a0f66""]"
c6a7d458-1b14-4d2e-bae7-88a3786fd179,"Snop flibber wuddle whip squizzle blip noodle woggle gobble snop blibber. Squickle bizzle skizzle chizzle crackle noggle crackle squabble, sprocket crackle squickle quazzle wobble snop wump. Wobble glimmer wump mizzle frozzle spooner noodle quazzle skizzle snop squickle noodle zizzle snort sproogle drizzle dribble. Spooner splotch jibble, wump schnizzle.","[""Hololect"",""Cyphertongue""]","[]"
348c01c1-c9e3-44ec-9779-bfe61c63365b,"Wizzle noggle snort zorp dribble fluddle wump zizzle noggle spizzle sproop squaddle gobble drizzle noggle. Dabble quackle skizzle snop wizzle twizzle zizzle nix, wobble spooner sprockle frizzle schnizzle noggle blib. Mizzle drizzle squizzle spooner quibble spronk quibble wump skizzle bizzle blip quibble sprocket quibble squizzle nix chizzle mizzle snizzle. Noggle squirk twizzle, noggle.","[""Datalex"",""Cyphertongue"",""Technophrase""]","[]"
2e5fc4a8-a497-44a9-8cdb-fb1ae061b334,"Blizzle frizzle plix wibber flib schnizzle snort wuddle, sproogle quip zizzle wuddle crackle dabble. Jibber zix chizzle woggle jibber squickle noodle drizzle frabble flabble plix, sproogle sprocket zobble spronk splurge jibble dribble. Blib quibble spronk splurge noodle sprocket fizzbuzz, gobble wham noodle plix flibber jib. Sprocket splurge splotch jib quibble noggle crackle spuddle wham plix.","[""Datalex"",""Alscript""]","[]"
8fb87dc8-39a8-4008-b18b-fab60c2a51ef,"Sprock flib blip snizzle zibber noggle jibber sproop squirk flabble skizzle zizzle spuddle schnizzle crackle gobble quazzle gobble zorp. Quazzle blibber noodle frabble twibble snickle sproop bizzle, jib fluddle zobble jibber wibble bizzle doodle jibber noggle sprock. Blibber sproogle wizzle dabble fizzbuzz squickle spuddle snip schnizzle dabble blib dribble squizzle.","[""Cyphertongue"",""Siliconian""]","[]"
4c2988b2-3ef7-419e-a2f1-6e455c986af5,"Wump flap plix flib zibber spronk whip, quazzle sprockle zix schnizzle. Bizzle twibble wibble whip frizzle wuddle spronk jib zibber whiz crackle wobble gobble woggle. Woggle frozzle quazzle glimmer wizzle snipple squizzle flabble blizzle wizzle plix bizzle fuddle wobble frizzle jibble wham zorp. Wibber schnizzle jib fizz splonker wobble splotch, wump snickle zibber bizzle squirk crackle. Plix.","[""Robolingo""]","[""0ea1f6e1-be08-4120-a784-d35d15361507"",""a76fec85-5c95-491a-8eac-116dfc6be143""]"
88b68cfc-02b8-49a4-89c2-25841fa5b92c,"Mizzle twibble sprock gobble bizzle squickle gobble zobble chizzle, twibble zix fluddle whip mizzle splonker gobble. Drizzle sproop wham snop wobble zorp wump dribble quip squirk wizzle snipple sprockle squirk wibber glimmer. Whiz wham fuzzle squickle flibber skizzle jibber fuddle whip gobble squickle quixle twibble schnizzle. Flabble frizzle fuzzle quixle snop, bizzle plix snipple fuzzle.","[""Byteish"",""Cyberspeak""]","[]"
1b6cc7da-8903-44ed-8b2a-ede8b94161c1,"Noggle spronk mizzle spuddle fluddle jibber blib snipple flibber sprocket squizzle blip wobble flibber quibble. Splonker quibble fuzzle splurge fluddle zobble wump wobble schnizzle skizzle sprockle wobble quazzle snip. Blibber twibble trizzle wobble dribble squizzle sproop, schnizzle zix splurge jib splurge fluddle.","[""Robolingo"",""Datalex""]","[]"
ddb8e4bd-68ff-4bac-9a39-68c3507bd8c6,"Sprocket fizzbuzz flibber whip squaddle quibble snort quibble flib wobble flibber squickle. Splurge splurge flabble fuddle blibber flabble wump mizzle spooner splotch frabble squizzle whiz wibble mizzle. Glimmer blib schnizzle zorp wuddle blizzle, skizzle schnizzle blizzle wibble flabble wibble schnizzle. Squirk,.","[""Cyphertongue"",""Robolingo""]","[]"
9b02fd24-786e-4aa4-946e-29cf5555a3fa,"Jibber woggle sprockle gobble spronk fluddle splurge mizzle, splurge splonker wobble quazzle jib bizzle. Splonker flap doodle quixle wham snipple splurge squizzle zorp quip flabble. Wham splurge dribble snip blip sprocket sprock squabble blip squizzle wuddle. Splizzle wizzle plix spronk skizzle fizz.","[""Cyberspeak"",""Quantumese"",""Cyphertongue""]","[""ad4ae52c-2681-4dd3-9023-d29882c151cb"",""21e94815-508d-4dbf-828d-84395cddcab8"",""180a1e18-0dd3-48d2-90ff-6c6e848a6521""]"
73d36533-f402-4014-9e80-787022bbc8ed,"Flabble quibble schnizzle chizzle spuddle zibber wibble sprockle wham snickle fuzzle noodle. Fuzzle bizzle quibble quibble drizzle blibber jib, blibber crackle mizzle squabble jibber noodle schnizzle frozzle blib. Flibber zobble flib spuddle mizzle quackle, frabble snop bizzle snipple chizzle. Flibber dabble fuddle twibble squizzle sproogle, fluddle quazzle jibble spooner quibble wibber. Flap drizzle sprocket splotch chizzle woggle sprock.","[""Hololect"",""Technophrase"",""Byteish""]","[]"
c3333e46-1905-4dc2-b599-ecb84e9f9ca7,"Quazzle twibble blabble jibble zix drizzle squaddle wizzle drizzle skizzle squirk skizzle flib twizzle sproogle fizz twibble. Blip wuddle gobble zorp skizzle spooner nix skizzle, blizzle whiz glimmer splurge mizzle splurge zorp gobble. Spuddle wump blibber chizzle schnizzle splurge noggle, frabble wobble fizz twizzle glimmer zorp. Fuddle dribble spizzle fuddle.","[""Siliconian""]","[]"
9c05ebf8-a7b8-4150-a800-366a5ef448e5,"Zorp zizzle fuddle squizzle woggle gobble wobble noggle schnizzle, crackle snort quixle wump drizzle sprocket blizzle wizzle. Splurge wham splonker blib dabble snort splurge, sprock sprockle wobble frozzle zix jibble zizzle fuzzle. Squickle sprockle jib zobble blib snizzle spronk, wibble jibber snickle fizzbuzz quazzle zix.","[""Quantumese"",""Byteish""]","[]"
a6c723e5-232d-4eb6-ba7f-be3832f68f50,"Fuzzle nix frozzle wibble schnizzle bizzle splotch splotch fuddle squizzle flibber wump bizzle gobble. Dribble doodle wobble snort noodle crackle squabble, zobble glimmer spizzle quackle squabble. Squizzle bizzle spizzle schnizzle flib spizzle noodle, crackle whiz wizzle squirk quackle glimmer jibber twibble. Gobble sproogle blibber blib wizzle, sprock zizzle wibble zix twizzle.","[""Cyphertongue""]","[]"
c9c4676c-f1c0-4b2d-9b3a-6ba8d63c009a,"Drizzle quibble trizzle mizzle zobble gobble splonker spronk zorp skizzle zorp sprockle, snip woggle flabble nix jibber snipple glimmer. Fizzbuzz noggle flap crackle wibber spooner wham wobble, splurge splonker sprocket zix twizzle crackle. Snizzle splotch sprock skizzle zibber spizzle squirk squickle blizzle dribble, quackle splurge drizzle fizz snizzle snop. Flibber squaddle splurge fluddle blibber mizzle woggle snickle.","[""Cyberspeak""]","[""b63d6910-9220-4baa-b98c-e795b7e04945"",""38e88009-0d50-4103-88e6-a6fa6a4cc69c""]"
7ab3fdbf-3192-4f5a-9acb-72c03feba13e,"Squabble spooner sproogle snizzle wobble dabble splizzle squizzle glimmer snip sprock wobble snickle jib. Sprocket mizzle wuddle mizzle snizzle, wobble snipple fuddle blizzle quackle frabble sprock. Twibble glimmer sproop wobble quibble snip snipple sproop snickle snizzle sproop wobble doodle. Quazzle quazzle fuddle noggle splonker squaddle drizzle wobble bizzle squizzle, chizzle fuddle frabble bizzle sproogle woggle frozzle crackle. Twizzle plix,.","[""Datalex"",""Siliconian"",""Quantumese""]","[""64260235-f8d5-44e5-9271-3a730f202977""]"
ba163a97-5e5e-45d4-821f-42bb347995d1,"Zibber blizzle spronk wump sprock wump, bizzle twibble wibble chizzle splotch noggle zix squirk. Blib wobble fluddle bizzle twizzle frabble, spuddle crackle trizzle sprocket sprock whip wobble. Jib frizzle fuddle squaddle drizzle wizzle quazzle noggle, squabble doodle crackle wibble wobble. Splurge whip zorp spizzle nix, frozzle gobble mizzle wump.","[""Robolingo"",""Siliconian""]","[""4d438090-153d-4ca1-967d-0ed670a72934"",""9fc07c00-4506-4a4b-a8ad-ceb47a489aa4""]"
b4529577-e9f2-4036-912d-54d0c5868ba5,"Quip mizzle spronk quibble squizzle wizzle dabble bizzle, twizzle bizzle sprock crackle plix. Fizzbuzz noodle squizzle snizzle sprock twibble spronk quackle twibble wobble wuddle skizzle splurge quixle. Zorp quip spronk sprocket bizzle wizzle wobble spronk, quazzle wham drizzle quazzle quazzle. Wham splurge spizzle blizzle blabble sproop wibble trizzle.","[""Alscript"",""Hololect"",""Technophrase""]","[""e4e03437-4660-4059-bbd2-0affd4b63923"",""13de02a2-73dc-4ef9-9ec1-c75d9073b608""]"
4b7e7c12-b631-42d3-8c1b-439d9b295554,"Zizzle fuddle crackle skizzle gobble gobble woggle nix plix mizzle snort snickle splurge blib schnizzle spronk. Flibber skizzle squaddle quibble squizzle quazzle schnizzle snizzle wobble quazzle. Twizzle blip wizzle twizzle frozzle squizzle fizzbuzz noodle quixle dribble blib, wump noggle schnizzle snipple wobble flibber wibble snort. Wizzle blibber,.","[""Technophrase"",""Cyberspeak""]","[""1a2a985d-9e46-49f8-8300-f826adeb5319"",""c2c19348-23a9-4400-a623-40235e16e8a1""]"
f39b885d-e2a6-4d59-b0c0-bd8601a7e155,"Fuddle zix twibble sprocket splotch splurge, wump quazzle splonker crackle bizzle quip sproop dribble. Sprocket quazzle jibber snip quip squizzle blibber dribble, quackle splizzle quibble jibble sproop trizzle quip snickle fizzbuzz. Blizzle spizzle splonker splotch, wobble twibble fizz quibble mizzle.","[""Quantumese"",""Siliconian""]","[""2a343be2-0693-4e87-b215-2f2268aedc7f"",""c4d5db15-92eb-46a5-a713-75a435e42c94""]"
f17bc67f-f90c-4d74-b4f6-a6f49fb107b5,"Sprocket trizzle wibble squaddle quixle twibble wobble zobble wibber schnizzle. Twizzle whiz quazzle noggle blizzle snipple squizzle plix twizzle flibber, flibber fizz woggle quibble spizzle zorp squirk. Dabble squaddle schnizzle crackle dribble spronk squirk skizzle spronk, blizzle frozzle sprock blizzle squaddle. Doodle skizzle squickle blabble quibble snort snop fizzbuzz twizzle chizzle.","[""Datalex"",""Byteish""]","[]"
518ef4ae-2a9a-4a26-bbf7-9f5f0ab23fa5,"Doodle gobble quackle blib zorp fluddle gobble drizzle blip dabble dribble squizzle wobble snizzle splurge zibber. Noodle snip fluddle sproop fluddle squizzle spronk blibber quazzle drizzle spooner splonker. Splizzle snickle squaddle sprock woggle trizzle blizzle, snop drizzle wobble spronk. Quazzle frabble wobble glimmer flabble dribble blip.","[""Quantumese"",""Robolingo"",""Byteish""]","[""a357bfc4-a2b7-4bd9-87ef-254fd6dae571"",""1b4c33bc-b285-46cf-93a8-d160c427d260""]"
a14d8f52-d5fd-45f4-8566-337db3c362b4,"Frizzle splonker flib wuddle schnizzle fuddle wobble crackle spooner twizzle sproop squickle blizzle snop quixle whip sproop. Woggle quibble sproop quackle wuddle, zibber spooner drizzle bizzle woggle. Zorp blabble doodle twibble flabble snizzle frabble, wobble gobble glimmer gobble spooner blizzle snop zix. Wuddle splurge wibble twibble skizzle, squabble jib splotch jibble twibble frizzle jibble.","[""Technophrase""]","[""350d834b-08c9-4aa3-ace6-1bd764fc085a"",""fec3fd78-52a7-4400-8ca1-11efce8f2beb"",""a4382a56-177e-4757-8e40-a6382e578147""]"
e359debc-b236-423c-9ea7-fe0e428f7ee1,"Quixle snort splizzle sprockle splotch flap squizzle, nix wobble chizzle quackle flibber crackle spronk. Flibber splotch zizzle flib skizzle splurge blibber blib fuddle wump bizzle splizzle. Wobble quixle snipple quazzle snort quackle sprocket wobble quackle blizzle blizzle woggle crackle trizzle crackle wibble gobble sproogle. Noodle fizzbuzz drizzle trizzle fuzzle crackle whip gobble.","[""Alscript"",""Datalex"",""Byteish""]","[""f006c7eb-95a8-40fa-8c80-d67ac96bbb70""]"
b6c1d47f-342b-423d-ac84-fcdcc2e34cf9,"Noggle spizzle quackle blip quip quibble, squizzle fluddle mizzle flabble zobble squirk bizzle noodle. Mizzle fizzbuzz drizzle nix noggle squirk twibble frabble blizzle, blizzle jibble dribble spooner noggle squabble jibber. Wobble crackle wobble spizzle doodle sprock zorp, squirk gobble bizzle bizzle twibble quackle squabble.","[""Hololect""]","[""f11308e4-d42f-4045-8f0f-49fec2f67ada"",""f7c04a9a-b007-4ba4-bd25-9c3141a7cafd""]"
38340fd2-2824-4bba-8c86-44aa365bc738,"Blizzle spuddle crackle wuddle splotch squabble frozzle, skizzle wobble blib wham fluddle crackle. Blizzle blizzle squaddle squickle noodle doodle quibble blib wham quackle whiz whip snort spuddle spizzle wibber quazzle blabble quixle. Squabble bizzle blizzle skizzle flabble dribble fuzzle drizzle twizzle wizzle. Wibber crackle schnizzle, mizzle blip flap.","[""Quantumese"",""Alscript"",""Siliconian""]","[""29a7619a-33b2-4215-9150-333d8fadae4c""]"
bd03e833-e522-424e-84ef-475297777ded,"Frizzle drizzle gobble snizzle quip squizzle splonker twibble splonker, squaddle zorp quibble snipple frizzle blib wizzle. Spooner mizzle quip schnizzle spronk quixle nix flib squabble splurge skizzle blib snop squabble spooner glimmer. Sprockle wizzle splotch trizzle chizzle wobble blizzle schnizzle blip skizzle. Spuddle frozzle wuddle splurge wibble squaddle drizzle squirk woggle mizzle chizzle jib flibber.","[""Siliconian"",""Cyberspeak"",""Byteish""]","[]"
29aff03b-a113-4253-847e-5a173f3e3744,"Dribble schnizzle quazzle wobble fuddle flabble bizzle quip fizzbuzz mizzle. Flib quip noodle spuddle wump quixle skizzle chizzle skizzle fizzbuzz quazzle wuddle chizzle. Wham splizzle flap snipple sproop quazzle mizzle zobble snop dabble squabble wibber zibber squaddle snipple. Crackle bizzle fizzbuzz.","[""Datalex""]","[""c12bc609-a0c1-401a-b7ef-130da4a7cbf3""]"
168d8edc-6719-4ad2-ac86-97ba88e0602c,"Doodle snip noggle bizzle sprock quibble drizzle crackle zizzle dabble quibble drizzle skizzle sprock crackle. Wibber noodle fizzbuzz wobble blabble sprocket spronk snipple sprock blabble fuddle snop squizzle sprock spuddle spronk wuddle wizzle drizzle. Squabble sproogle spuddle squizzle plix flabble noodle, quip blip wump wobble sprocket. Noodle noggle, snort sprocket.","[""Alscript"",""Siliconian"",""Robolingo""]","[""29fc72e4-b4b1-4d15-a817-c599d6cc8c3c""]"
da46931a-bacb-4b1d-bfde-ea25fe4b7c72,"Snop chizzle sprocket wibber wibble wobble, fizz wibble doodle wobble twibble whip. Drizzle flib spronk snort twizzle quazzle snickle, sprock sprocket gobble blabble nix whiz jib. Zobble spuddle snipple glimmer dribble blabble fuzzle zorp blib bizzle snipple sprock gobble bizzle blizzle splizzle gobble. Fuddle quazzle blabble squickle, crackle squickle.","[""Siliconian""]","[""73da8c47-a301-454b-80b4-49532666486e""]"
0a499176-dcaa-4600-af2a-aa2f8bb9ffa9,"Whiz squizzle mizzle splizzle snickle drizzle twizzle twibble, woggle blibber fuzzle snort twibble noodle skizzle jibber zobble wizzle. Snort zizzle gobble bizzle drizzle squizzle wump wump frabble quazzle spuddle jibber sproop plix quixle snort. Blabble jib mizzle splurge twizzle glimmer fuzzle mizzle fizzbuzz blabble wuddle zix snop drizzle spizzle plix wibble chizzle flabble. Spizzle, nix.","[""Cyphertongue"",""Alscript"",""Quantumese""]","[]"
2f6ce016-1d1d-4e65-9b46-42f92801df36,"Twibble frozzle zobble squaddle skizzle splurge splurge sprock doodle blip schnizzle jibble wump twizzle whip jibber snipple blib. Wump splurge squabble quibble nix flib wobble fuddle, doodle zibber schnizzle wibble snort. Squabble dribble skizzle jibber wobble mizzle whip flabble spizzle nix. Wuddle sproop blizzle nix, spizzle blizzle twizzle splonker zizzle.","[""Hololect"",""Cyphertongue""]","[""b091a2fb-7f7c-45bb-b49c-f2b9bc137bb5"",""9f861ed9-86f5-46d8-b913-48adcf3aaf6f""]"
20b4f1fd-6e16-4345-82d3-18d6f0ef7e48,"Crackle wump quazzle zobble nix sproop fizz fluddle drizzle drizzle mizzle zobble. Crackle whiz twizzle jibber snip snizzle fizz snizzle fuddle frizzle. Crackle wuddle wibble mizzle quibble jibber schnizzle spooner, splizzle crackle quackle sproop doodle nix spizzle fizz dabble. Plix noggle mizzle splizzle quackle drizzle quixle wuddle, squizzle skizzle gobble blibber blabble glimmer.","[""Datalex"",""Siliconian"",""Cyberspeak""]","[""acc4d063-6759-4a6a-b1e5-7cb25eb40a49""]"
1943551a-eb73-48eb-a204-5d2f2dc3b800,"Frizzle zix splonker snipple schnizzle splotch snop splizzle spuddle sprock spuddle squabble glimmer snizzle schnizzle chizzle. Wizzle crackle mizzle snop fuzzle snizzle quibble wibber gobble bizzle quazzle. Snop flap squizzle snickle squizzle spooner schnizzle twibble quixle schnizzle spooner blibber splizzle wobble spizzle glimmer squirk.","[""Cyberspeak""]","[""79d88b3d-8f6a-4e4b-8cee-504c6165290b""]"
